name,IP,EA,Et,gap
2005557/,8.858397022,-1.627836332,2.090178009,1.95281884
4026361/,6.177827752,-0.315662453,1.460192848,1.54067397
1508311/,6.061461149,-0.884515994,1.436164668,1.68365736
1503213/,8.471501835,-2.228156373,2.008841985,2.12757798
2205413/,6.773029116,-0.899050974,1.606141898,1.57537599
7200918/,7.190883771,-1.859155033,1.706351514,1.31412507
1516085/,7.497192525,-1.86570995,1.780916439,1.82353735
7203098/,8.372430086,-0.286711973,1.993969336,2.4035643
4024277/,7.881668055,-1.731462024,1.881560039,1.79582208
1519519/,8.087591938,-1.312875907,1.935041635,1.93469437
7151922/,7.831266566,-1.759201244,1.87625046,1.91357689
4331966/,6.757355385,-1.435192537,1.619064336,nan
2006823/,9.306628055,-2.762590582,2.231089375,2.34820994
2101889/,7.878730124,-0.911371312,1.889456965,2.1210992
7037107/,6.396363415,-1.064087553,1.534840793,1.4660855
4031850/,6.84027429,-1.332742262,1.641780484,1.82142487
2229841/,8.535583787,-1.411300226,2.054031769,2.07683761
7150524/,5.993816998,-1.409097821,1.442938848,1.42867328
4112350/,7.884467465,-0.901069964,1.898427842,2.12893804
7218759/,7.137845622,-1.958690865,1.720400621,1.9015206
4085930/,6.966155867,-0.610294611,1.680349055,1.83590423
2224883/,7.959746615,-1.25877355,1.920417375,2.03561679
4063964/,6.607933756,-1.860826802,1.597896637,1.46789937
1516089/,7.085516011,-2.070509464,1.716143958,1.48566115
7151921/,7.8820588,-1.745091517,1.910459037,1.9599675
7106403/,7.883279242,-1.274932887,1.911517984,2.04081645
2101202/,8.503981011,-2.122008047,2.065828343,2.28688599
4026668/,8.088456689,-1.754772912,1.969642531,2.23976789
7116632/,7.999879837,-1.93626568,1.948753113,2.03231273
4313555/,7.397633756,-1.904496708,1.802366678,1.89332893
2017122/,6.110570314,-0.740584507,1.49237339,1.60571614
2017121/,6.126621968,-0.746085576,1.496687744,1.61007103
7109005/,6.871957028,-1.569071956,1.680426853,1.7761844
4026409/,6.894608152,-1.728809445,1.686803763,1.80184521
1506409/,7.558936118,-0.810837482,1.849724769,2.08399479
2238083/,8.02884746,-1.784079315,1.966756345,2.04345326
7050920/,6.995650903,-1.520893254,1.714387853,1.96794552
